Fund Name,Filename,Category,Start Date,End Date,Years,CAGR,CAGR_3Y,CAGR_5Y,CAGR_10Y,Abs_1Y,% Away from ATH,Mean Annual Return,Best 1y Return,Rolling 1y Mean,Rolling 2y Mean,Rolling 3y Mean,Rolling 4y Mean,Rolling 5y Mean,Rolling 1y Median,Rolling 3y Median,Skewness,Kurtosis,Positive Month %,Annual Volatility,Downside Deviation,Ulcer Index,Autocorrelation,Max Drawdown,Avg Drawdown,Worst Month,Worst Year,Negative Month %,VaR 95%,CVaR 95%,Recovery Ratio,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Sterling Ratio,Pain Index,Alpha,Beta,Upside Capture,Downside Capture,Roll 3Y 5th %,Roll 3Y 25th %,Roll 3Y Median,Roll 3Y 75th %,Roll 3Y 95th %,Vol_vs_Cat,Sharpe_vs_Cat,Sortino_vs_Cat,Alpha_vs_Cat,bad_days_pct,peer_outperformance_pct,Live_5Y,Deviation,Status
Invesco India PSU Equity Fund - Direct Plan - Growth,Invesco_India_PSU_Equity_Fund___Direct_Plan___Growth_120395,Equity - Sectoral / Thematic,2009-11-27,2026-01-09,16.12,0.1364535968984639,0.3001827614569792,0.2804201104817736,0.1867767541282661,0.1461280443342572,-0.0537025888019264,0.1403069361685454,1.0885589966726386,0.1567157772952063,0.1511814893946474,0.1461801657211103,0.1430345583658023,0.1419302029894292,0.0859135352760736,0.1379303220270198,-1.0509595497619837,11.39626293897109,0.5538461538461539,0.182141613020945,0.1327485619660575,0.1428819248206613,0.0383713851752603,-0.4158102766798419,-0.1171218096029416,-0.2099577266322216,-0.2445604873803307,0.441025641025641,-0.0178571428571429,-0.0272017923450532,0.3281631180162678,0.4197481049521193,0.5759278727103074,0.3281631180162678,0.6284656393938567,0.1069300401510451,0.034899417342398,0.8722805900488211,105.6016512807564,91.70601955966151,-0.064575724510184,0.0602981708538081,0.1379303220270198,0.2447907018120691,0.3618196767732374,0.01318933373269,0.0437460248757219,0.0438207942063983,0.0129248364100857,,48.96907216494845,28.20,0.15,✅ Verifed
Motilal Oswal Midcap Fund Direct Plan Growth Option,Motilal_Oswal_Midcap_Fund_Direct_Plan_Growth_Option_127042,Equity - Mid Cap,2014-02-25,2026-01-09,11.87,0.2266822151517098,0.2612730799845104,0.2777284466124958,0.1875374076584606,-0.0755463431399842,-0.1333630789294035,0.2120351042646584,0.988315301992528,0.2280124725088994,0.2096593601395743,0.1980454444116402,0.1890675657318058,0.1851222920143078,0.171652577369674,0.2252985818915505,-1.2987726577878118,15.175754209108796,0.6805555555555556,0.1704681377469324,0.1235574546944649,0.0940481451909545,0.0431811052074361,-0.3723197379867969,-0.0748708988503302,-0.3013516425790983,-0.1153111432706222,0.3125,-0.0158023401952951,-0.0260383394538097,0.6088374910699694,0.977791025083861,1.349025969852523,0.6088374910699694,1.296283238903714,0.0643131115648851,0.0948440493827451,0.8360337448174405,108.70552876850176,56.27505778703112,-0.0118413226925677,0.0867273293549044,0.2252985818915505,0.3127146828741418,0.3719592735632585,-0.004725540939181,0.5101320058933114,0.7104501663346707,0.0694916007944474,43.488690884167234,60.13986013986013,N/A,0,Not Found
Aditya Birla Sun Life PSU Equity Fund Regular Plan Growth,Aditya_Birla_Sun_Life_PSU_Equity_Fund_Regular_Plan_Growth_147846,Equity - Sectoral / Thematic,2020-01-01,2026-01-09,6.02,0.227183973905817,0.2556226061358797,0.2713362293386605,,0.1212613784135241,-0.0814913448735018,0.2206219673215342,1.0570637119113573,0.323531960861228,0.324796140530653,0.3191033843880769,0.3248021157373483,0.2948488873415795,0.278363298202108,0.3141037737509695,-1.4727967299664348,12.85651719587174,0.589041095890411,0.2124936566956552,0.15841403012073,0.1058306581695121,-0.0205263517800316,-0.3399209486166007,-0.0876455133363528,-0.173228346456693,-0.0051918084799538,0.3972602739726027,-0.0204572803850782,-0.0336853581716216,0.6683435511415315,0.7867715982941874,1.0553609031876994,0.6683435511415315,1.2107082651029968,0.0773932727426536,0.092105460612144,0.8921478668370207,123.37983626830518,91.84588847117232,0.2218062798917292,0.2761994105600476,0.3141037737509695,0.3641627587816256,0.4118460431743622,0.0435413774074003,0.41076951821779,0.5232538246837903,0.0701308796798318,41.156691324815064,45.83333333333333,N/A,0,Not Found
HDFC Infrastructure Fund - Growth Option - Direct Plan,HDFC_Infrastructure_Fund___Growth_Option___Direct_Plan_118979,Equity - Sectoral / Thematic,2008-03-19,2026-01-09,17.81,0.1021909247271517,0.2555569044343444,0.2712257504677071,0.1269863973174045,0.0459886138813743,-0.0599633506903496,0.1170713396796524,1.3542312804607888,0.1725627709214712,0.1389693414060356,0.1175129910320498,0.107555246272928,0.1011040837489282,0.0808512735158537,0.1110851293762313,-0.0716416874224244,12.458279339364744,0.5395348837209303,0.2147203865353494,0.1532717803357193,0.2329921777305005,0.0975728794414347,-0.6308105872622002,-0.1867775282081848,-0.3108619581518246,-0.361715497604273,0.4558139534883721,-0.0215769539768161,-0.0316434074524216,0.161999381098966,0.1964924030173812,0.2752687065729824,0.161999381098966,0.3563421630894547,0.1734764606873352,0.0056514124536287,0.945835527118886,119.48240838488351,123.90464548317242,-0.1698929669048504,0.0078732882121438,0.1110851293762313,0.2334805545069039,0.3665890455337633,0.0457681072470944,-0.1795096770590161,-0.2568383719309265,-0.0163231684786835,,49.06542056074766,26.62,-0.50,✅ Verifed
quant Multi Asset Allocation Fund GROWTH OPTION Direct Plan,quant_Multi_Asset_Allocation_Fund_GROWTH_OPTION_Direct_Plan_120821,Hybrid - Multi Asset,2013-01-07,2026-01-09,13.0,0.1604525083433006,0.223422337905693,0.2710628202185525,0.1881605734265672,0.1815515819622852,-0.017759595353343,0.1760527574019703,1.015710334274953,0.1686618330407086,0.1687756899524564,0.1648827291686486,0.1653750078881465,0.1667167345576963,0.0875750636539784,0.1326980230708021,25.727406399877683,1601.5774694963338,0.7643312101910829,0.2728025643763498,0.1422821159145733,0.2238271482139723,-0.3591018818633565,-0.4480165122835279,-0.1956845366072842,-0.2116164764308559,-0.0062151524512354,0.2292993630573248,-0.0075269951813161,-0.0186500451898102,0.3581397201756661,0.3682242084965135,0.7060093793067616,0.3581397201756661,0.5426476141916304,0.1571240196734777,0.1034251639218409,0.3071336774933819,59.913965131643096,4.136070833325281,0.0472197179231689,0.0681287797833924,0.1326980230708021,0.2700387055914055,0.3243057827782347,0.183983715707677,-0.6172203164391432,-0.7429583254922586,0.0516364840844511,34.02061855670103,57.05128205128205,N/A,0,Not Found
quant Small Cap Fund - IDCW Option - Regular Plan,quant_Small_Cap_Fund___IDCW_Option___Regular_Plan_100176,Equity - Small Cap,2006-04-03,2026-01-09,19.77,0.1370199808562102,0.1887923161027571,0.2709919967225378,0.179832838304927,-0.0460661515732856,-0.1352010396099163,0.200175686995992,2.1591470798016155,0.1737173638559423,0.1592014006657124,0.1498611563872777,0.1459950137081254,0.1421699650822326,0.059544183837451,0.0914706581252108,51.91877088507321,3543.237874316608,0.6764705882352942,0.4922644419305215,0.1747777473387693,0.0869730408999468,-0.2679810165259018,-0.6701545902442093,-0.0598381801112247,-0.2670895383498242,-0.2350288340673786,0.3193277310924369,-0.0109537703103778,-0.0238737623763491,0.2044602586490964,0.1564605815406039,0.440673838797816,0.2044602586490964,0.8572418727544552,0.0520568973874589,0.131885298686283,0.2858573546957311,54.47174574573291,16.630235137717637,-0.0523092055442119,0.0505537716301532,0.0914706581252108,0.2310333596716701,0.4822481155861145,0.3137680401159816,-0.4206556489048207,-0.3355544265813253,0.0822969170415962,39.10453891969603,45.9915611814346,26.78,-0.31,✅ Verifed
quant Small Cap Fund - Growth - Regular Plan,quant_Small_Cap_Fund___Growth___Regular_Plan_100177,Equity - Small Cap,2006-04-03,2026-01-09,19.77,0.1404590360564754,0.1887142318250247,0.2703263423255859,0.1870612009763064,-0.0460510284693477,-0.1351970438584611,0.2052234567104417,2.625214484350039,0.1755419210848541,0.1616467975543813,0.1528384508623641,0.1493434319478635,0.147269252459238,0.0829968610973497,0.0952647052063051,46.61558735681572,3073.275444641912,0.7100840336134454,0.4857904930230554,0.1866091635786606,0.4110136981955777,-0.2871539574737357,-0.6969018153330151,-0.3561948271681383,-0.2670906662020096,-0.2351133738960362,0.2857142857142857,-0.0111310160686618,-0.0259205235080159,0.2015478119960944,0.1656249704595535,0.4311633711522418,0.2015478119960944,0.3078926539531035,0.334795525535944,0.1359867123803887,0.3038013794565889,53.89430885525391,13.99761075786651,-0.0440170823195847,0.0739983799689586,0.0952647052063051,0.2308264421953932,0.4809888028824486,0.3072940912085155,-0.4114912599858712,-0.3450648942268995,0.086398330735702,38.15978640377901,45.56962025316456,26.72,-0.31,✅ Verifed
ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option,ICICI_Prudential_India_Opportunities_Fund___Direct_Plan___Cumulative_Option_145897,Uncategorized,2019-01-16,2026-01-09,6.98,0.222190816082977,0.2372144407676866,0.2688342370832319,,0.1312154696132597,-0.0205692418081798,0.2081955366689611,1.1214392803598203,0.2621294794453773,0.289427381334749,0.2791233701185693,0.2781277431169873,0.2878465342316069,0.2115833722559552,0.2691880318444009,-1.1779101903352118,13.987264393105969,0.6352941176470588,0.1688949041458347,0.1223367064998425,0.0819147356326294,-0.0076600210101309,-0.4012567324955117,-0.0596749789280203,-0.241164241164241,-0.008714596949891,0.3411764705882353,-0.0160857908847185,-0.0260004190968061,0.5537372910882248,0.9603061554949645,1.3257739293740578,0.5537372910882248,1.3915193073746273,0.0494945519139696,0.0836632644308731,0.8557626740306588,114.63952206969968,77.6363861994279,0.1991911699585047,0.2404829431435511,0.2691880318444009,0.3095813445602551,0.3889459441125683,-0.019355630040786,0.6849322682610957,0.8397082450887432,0.0527369447853921,41.3953488372093,63.095238095238095,26.32,-0.56,⚠️ Moderate
LIC MF Infrastructure Fund Direct Plan Growth,LIC_MF_Infrastructure_Fund_Direct_Plan_Growth_120351,Equity - Sectoral / Thematic,2013-01-02,2026-01-09,13.02,0.155450688809968,0.2786878544875943,0.2670634890434791,0.1757448887788713,-0.0174364263950813,-0.0734620913101644,0.1554974638083307,0.9296970800901636,0.1971324787745339,0.1799204272155511,0.1613709066169972,0.1564785030038903,0.1517700949384924,0.1341893408842096,0.1406788597006979,-1.0684719021205773,11.65849141721738,0.5987261146496815,0.1777111541655388,0.1294061854545854,0.1043395276678672,0.0687990014584162,-0.3957721702542403,-0.0840930633154445,-0.2808534081890982,-0.134236019107119,0.3949044585987261,-0.0171156536488626,-0.0272979886177443,0.3927782206366556,0.5371114112570291,0.7376053043729202,0.3927782206366556,0.8444136134754975,0.0756788074216095,0.032440993703378,0.9627029202528292,112.23390985517004,99.5364527696017,-0.0294269862371891,0.0838822475344141,0.1406788597006979,0.2805873298203035,0.3361996195083733,0.0087588748772839,0.1611093311806317,0.2054982258690111,0.0104664127710657,43.9261114589856,52.56410256410257,N/A,0,Not Found
LIC MF Infrastructure Fund Direct Plan IDCW,LIC_MF_Infrastructure_Fund_Direct_Plan_IDCW_120350,Equity - Sectoral / Thematic,2013-01-02,2026-01-09,13.02,0.1538256253507497,0.2778835044281689,0.2656598481231733,0.1739745789657902,-0.0174811511173094,-0.0735051750280176,0.1541377381557794,0.928023245423888,0.1954762942285427,0.1781231495565222,0.1594605280803482,0.1545467515181009,0.1498224158838773,0.1323333180019363,0.1384913839301393,-1.0692067078683365,11.659311762009304,0.5987261146496815,0.1777115390260392,0.1294512153764925,0.105188068914777,0.0688287328134189,-0.3959911341234134,-0.0849335027058164,-0.2809953521061391,-0.1362096793915531,0.3949044585987261,-0.0171165263192685,-0.0273059267717557,0.3884572458705827,0.5279658589699224,0.7247952448949182,0.3884572458705827,0.8317888489650701,0.0764851436962325,0.0309969394524067,0.9627291207623648,111.9625246694226,100.02003461727762,-0.031358892585616,0.0819704774383917,0.1384913839301393,0.2792808581235146,0.3343348091453113,0.0087592597377843,0.151963778893525,0.1926881663910091,0.0090223585200944,43.894802755165934,52.56410256410257,N/A,0,Not Found
DSP India T I G E R Fund - Direct Plan - Growth,DSP_India_T_I_G_E_R__Fund___Direct_Plan___Growth_119247,Uncategorized,2006-04-03,2026-01-09,19.77,0.1343897469848125,0.2432212696848579,0.265538729405377,0.1748997253727495,0.0013589531027948,-0.1038063567349858,0.1437930181765759,1.0393006993006997,0.1791916902789141,0.1429332468685429,0.1362119574153863,0.1318154897579185,0.1256729684593152,0.1172015565579327,0.1360532146983651,-0.3215678990653665,13.20830588823246,0.5798319327731093,0.209376155075577,0.1508741290010453,0.2296841631919626,0.086221170179402,-0.6559688206707405,-0.1841414570335192,-0.2883720407383259,-0.5818579271446926,0.4159663865546218,-0.0201287372917042,-0.0324066954617126,0.2048721566482329,0.3552923538879612,0.4930583359609461,0.2048721566482329,0.4729677548213564,0.1682967270097048,0.0280119636728461,0.9301638014047252,112.73004672418622,105.00395577886005,-0.0702735198979751,0.0485020140000931,0.1360532146983651,0.2186118302539433,0.3504341084042506,0.0211256208889562,0.0799184666540924,0.0069926516756315,-0.0029143559726349,,53.58649789029536,N/A,0,Not Found
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon_India_Small_Cap_Fund___Direct_Plan_Growth_Plan___Growth_Option_118778,Equity - Small Cap,2013-01-02,2026-01-09,13.02,0.2405148978476052,0.2120406610143372,0.2649423368158443,0.2071052557029629,-0.0407896572693695,-0.1086831126934278,0.2225132023165008,1.5118094608005288,0.3108661867183824,0.2771630019155322,0.2536762203615961,0.246112284556001,0.2397039512356341,0.2216583884803813,0.2677020108590479,-1.3722614648337144,10.100815781648134,0.6242038216560509,0.1682337360375389,0.1249109890354946,0.1199765578663618,0.1372795251449762,-0.4858371846504487,-0.0955398215117951,-0.300927447110092,-0.1569324723431947,0.3694267515923566,-0.0172554553242958,-0.0266957308138851,0.4950524691119547,1.073000588938511,1.4451482551011603,0.4950524691119547,1.2300046915666087,0.0811722968524286,0.1147237814357702,0.8138233440243474,128.2291103326077,76.8585493603651,-0.0075798317681053,0.1780585380561311,0.2677020108590479,0.3504563844861622,0.4502356449509995,-0.0102626657770009,0.4958843584930863,0.6689199897220192,0.0651353997910834,40.743053387449265,64.1025641025641,26.37,-0.12,✅ Verifed
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon_India_Small_Cap_Fund___Direct_Plan_Growth_Plan___Bonus_Option_118777,Equity - Small Cap,2013-01-03,2026-01-09,13.02,0.2405676774986171,0.2120406610143372,0.2649423368158443,0.2071052557029629,-0.0407896572693695,-0.1086831126934278,0.2225803243761782,1.5118094608005288,0.3109451838054301,0.2771007227489292,0.2536368463149763,0.2460929889127787,0.2396648974373762,0.22175798668377,0.267688889891932,-1.3718679232837772,10.089830422651552,0.6242038216560509,0.168283695712306,0.1249563446113288,0.1199823043211093,0.137185917156384,-0.4858371846504487,-0.095527757063135,-0.300927447110092,-0.1569324723431947,0.3694267515923566,-0.0172655344453963,-0.0266957011745687,0.4951611056113406,1.0729956739677955,1.4450460923794224,0.4951611056113406,1.2303505195988056,0.0811859389582781,0.1149424813609627,0.8137146783432476,128.32413912409191,76.85856859156668,-0.0076036160414256,0.1780328393447359,0.267688889891932,0.3504228580355242,0.4502359050411719,-0.0102127061022339,0.4958794435223708,0.668817827000281,0.065354099716276,40.72454715802623,64.1025641025641,26.37,-0.12,✅ Verifed
